Emp_no,Employee_Number,Attrition,Business_Travel,Age,CF_age_band,CF_attrition_label,Department,Education_Field,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,CF_current_Employee,Distance_From_Home,Education_level,Environment_Satisfaction,Daily_Rate,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Standard_Hours2,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
STAFF-705,705,No,Rarely,23,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,Y,3,1,4,Bachelor's Degree,1,885,58,4,1,1,2819,8544,2,16,3,1,60,65,1,5,4,3,2,0,2
STAFF-707,707,No,Rarely,25,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,4,1,8,Bachelor's Degree,4,810,57,4,2,2,4851,15678,0,22,4,3,85,87,1,4,3,3,2,1,2
STAFF-709,709,No,Rarely,38,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Single,No,Y,2,1,7,Master's Degree,4,243,46,2,2,4,4028,7791,0,20,4,1,70,88,0,8,3,7,7,0,5
STAFF-710,710,No,Frequently,29,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,Y,5,1,1,Master's Degree,2,806,76,1,1,4,2720,18959,1,18,3,4,55,35,1,10,3,10,7,2,8
STAFF-712,712,No,Rarely,48,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,Y,3,1,2,High School,2,817,56,4,2,2,8120,18597,3,12,3,4,85,58,0,12,3,2,2,2,2
STAFF-714,714,No,Frequently,27,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Divorced,Yes,Y,3,1,3,High School,4,1410,71,4,2,4,4647,16673,1,20,4,2,60,40,2,6,3,6,5,0,4
STAFF-715,715,No,Rarely,37,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,Y,2,1,10,Associates Degree,4,1225,80,4,1,4,4680,15232,3,17,3,1,80,64,0,4,3,1,0,0,0
STAFF-716,716,No,Rarely,50,45 - 54,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,Yes,Y,3,1,28,High School,4,1207,74,4,1,3,3221,3297,1,11,3,3,50,61,3,20,3,20,8,3,8
STAFF-717,717,No,Rarely,34,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,Y,3,1,9,Bachelor's Degree,4,1442,46,2,3,2,8621,17654,1,14,3,2,65,49,0,9,4,8,7,7,7
STAFF-720,720,Yes,Rarely,24,Under 25,Ex-Employees,Sales,Life Sciences,Female,Sales Executive,Single,No,Y,3,0,3,Associates Degree,1,693,65,3,2,3,4577,24785,9,14,3,1,85,52,0,4,3,2,2,2,0
STAFF-721,721,No,Rarely,39,35 - 44,Current Employees,R&D,Technical Degree,Female,Healthcare Representative,Single,No,Y,4,1,2,Master's Degree,4,408,80,2,2,3,4553,20978,1,11,3,1,55,37,0,20,3,20,7,11,10
STAFF-722,722,No,Rarely,32,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,Y,2,1,10,Bachelor's Degree,4,929,55,3,2,4,5396,21703,1,12,3,4,65,51,0,10,2,10,7,0,8
STAFF-723,723,Yes,Frequently,50,45 - 54,Ex-Employees,Sales,Technical Degree,Male,Sales Executive,Married,Yes,Y,4,0,8,Associates Degree,2,562,50,3,2,3,6796,23452,3,14,3,1,55,80,1,18,3,4,3,1,3
STAFF-724,724,No,Rarely,38,35 - 44,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Single,No,Y,4,1,1,Master's Degree,2,827,33,4,2,4,7625,19383,0,13,3,3,65,60,0,10,2,9,7,1,8
STAFF-725,725,No,Rarely,27,25 - 34,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,No,Y,3,1,1,Associates Degree,3,608,68,3,3,1,7412,6009,1,11,3,4,80,64,0,9,3,9,7,0,7
STAFF-727,727,No,Rarely,32,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Director,Single,No,Y,6,1,3,Associates Degree,3,1018,39,3,3,4,11159,19373,3,15,3,4,75,86,0,10,3,7,7,7,7
STAFF-728,728,No,Rarely,47,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,Y,2,1,14,Master's Degree,4,703,42,3,2,1,4960,11825,2,12,3,4,70,84,0,20,3,7,7,1,7
STAFF-729,729,No,Frequently,40,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,Yes,Y,2,1,5,Master's Degree,4,580,48,2,3,1,10475,23772,5,21,4,3,55,56,1,20,3,18,13,1,12
STAFF-730,730,No,Rarely,53,45 - 54,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,Y,3,1,7,Bachelor's Degree,3,970,59,4,4,3,14814,13514,3,19,3,3,70,41,0,32,3,5,1,1,3
STAFF-731,731,No,Rarely,41,35 - 44,Current Employees,HR,Human Resources,Male,Manager,Divorced,No,Y,2,1,10,Master's Degree,2,427,73,2,5,4,19141,8861,3,15,3,2,60,66,3,23,2,21,6,12,6
STAFF-732,732,No,Rarely,60,Over 55,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,Y,1,1,16,Master's Degree,1,1179,84,3,2,1,5405,11924,8,14,3,4,60,88,0,10,3,2,2,2,2
STAFF-733,733,No,Frequently,27,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Divorced,No,Y,4,1,10,Associates Degree,4,294,32,3,3,1,8793,4809,1,21,4,3,55,79,2,9,2,9,7,1,7
STAFF-734,734,No,Rarely,41,35 - 44,Current Employees,HR,Human Resources,Male,Manager,Married,No,Y,3,1,1,Bachelor's Degree,4,314,59,2,5,3,19189,19562,1,12,3,2,55,73,1,22,3,22,7,2,10
STAFF-738,738,No,Rarely,50,45 - 54,Current Employees,Sales,Marketing,Male,Sales Representative,Married,No,Y,2,1,8,Master's Degree,4,316,54,3,1,2,3875,9983,7,15,3,4,75,53,1,4,3,2,2,2,2
STAFF-741,741,Yes,Rarely,28,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Research Scientist,Single,Yes,Y,4,0,1,Associates Degree,1,654,67,1,1,2,2216,3872,7,13,3,4,70,75,0,10,3,7,7,3,7
STAFF-742,742,No,No,36,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Director,Married,No,Y,2,1,8,Bachelor's Degree,1,427,63,4,3,1,11713,20335,9,14,3,1,75,60,1,10,3,8,7,0,5
STAFF-743,743,No,Rarely,38,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,Y,4,1,1,Bachelor's Degree,3,168,81,3,3,3,7861,15397,4,14,3,4,65,33,0,10,4,1,0,0,0
STAFF-744,744,No,No,44,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,Y,5,1,24,Bachelor's Degree,1,381,49,1,1,3,3708,2104,2,14,3,3,55,49,0,9,3,5,2,1,4
STAFF-746,746,No,Frequently,47,45 - 54,Current Employees,Sales,Medical,Female,Sales Executive,Divorced,Yes,Y,2,1,3,Bachelor's Degree,4,217,49,3,4,3,13770,10225,9,12,3,4,65,88,2,28,2,22,2,11,13
STAFF-747,747,No,Rarely,30,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,Y,2,1,27,Doctoral Degree,3,501,99,3,2,4,5304,25275,7,23,4,4,70,40,1,10,2,8,7,7,7
STAFF-749,749,No,Rarely,29,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Representative,Single,No,Y,6,1,10,Bachelor's Degree,3,1396,99,3,1,3,2642,2755,1,11,3,3,65,60,0,1,3,1,0,0,0
STAFF-752,752,Yes,Frequently,42,35 - 44,Ex-Employees,R&D,Medical,Male,Research Scientist,Divorced,Yes,Y,2,0,19,Bachelor's Degree,3,933,57,4,1,3,2759,20366,6,12,3,4,60,42,0,7,3,2,2,2,2
STAFF-754,754,No,Frequently,43,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,5,1,15,Bachelor's Degree,4,775,47,2,2,4,6804,23683,3,18,3,3,65,88,1,7,3,2,2,2,2
STAFF-757,757,No,Rarely,34,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,Y,2,1,8,Associates Degree,2,970,96,3,2,3,6142,7360,3,11,3,4,70,48,0,10,3,5,1,4,3
STAFF-758,758,No,Rarely,23,Under 25,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,Y,2,1,9,High School,2,650,37,3,1,1,2500,4344,1,14,3,4,65,31,1,5,4,4,3,0,2
STAFF-760,760,No,Rarely,39,35 - 44,Current Employees,HR,Human Resources,Female,Human Resources,Married,No,Y,3,1,3,Bachelor's Degree,3,141,44,4,2,2,6389,18767,9,15,3,3,75,44,1,12,1,8,3,3,6
STAFF-762,762,No,Rarely,56,Over 55,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,No,Y,1,1,9,Bachelor's Degree,3,832,81,3,4,4,11103,20420,7,11,3,3,60,89,0,30,2,10,7,1,1
STAFF-763,763,No,Rarely,40,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Single,Yes,Y,2,1,2,High School,4,804,86,2,1,4,2342,22929,0,20,4,4,60,45,0,5,2,4,2,2,3
STAFF-764,764,No,Rarely,27,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,Y,2,1,7,Bachelor's Degree,4,975,55,2,2,1,6811,23398,8,19,3,1,75,60,0,9,1,7,6,0,7
STAFF-766,766,No,Rarely,29,25 - 34,Current Employees,Sales,Marketing,Male,Sales Representative,Divorced,No,Y,2,1,10,Bachelor's Degree,4,1090,83,3,1,2,2297,17967,1,14,3,4,75,66,2,2,3,2,2,2,2
STAFF-769,769,No,Rarely,53,45 - 54,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,Y,4,1,6,Bachelor's Degree,4,346,86,3,2,4,2450,10919,2,17,3,4,65,38,0,19,3,2,2,2,2
STAFF-771,771,No,No,35,35 - 44,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Divorced,No,Y,2,1,2,Master's Degree,4,1225,61,3,2,1,5093,4761,2,11,3,1,60,90,1,16,4,1,0,0,0
STAFF-772,772,No,Frequently,32,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,2,1,24,Master's Degree,1,430,80,3,2,4,5309,21146,1,15,3,4,70,50,2,10,3,10,8,4,7
STAFF-773,773,No,Rarely,38,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Married,Yes,Y,0,1,2,Doctoral Degree,4,268,92,3,1,3,3057,20471,6,13,3,2,80,54,1,6,1,1,0,0,1
STAFF-775,775,No,Rarely,34,25 - 34,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Divorced,No,Y,3,1,8,Doctoral Degree,2,167,32,3,2,1,5121,4187,3,14,3,3,85,43,1,7,3,0,0,0,0
STAFF-776,776,No,Rarely,52,45 - 54,Current Employees,Sales,Marketing,Male,Manager,Married,No,Y,3,1,3,Master's Degree,3,621,31,2,4,1,16856,10084,1,11,3,1,65,53,0,34,4,34,6,1,16
STAFF-780,780,Yes,Rarely,33,25 - 34,Ex-Employees,R&D,Other,Male,Research Scientist,Single,Yes,Y,2,0,1,Master's Degree,4,527,63,3,1,4,2686,5207,1,13,3,3,75,70,0,10,2,10,9,7,8
STAFF-781,781,No,Rarely,25,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Single,No,Y,5,1,26,High School,3,883,32,3,2,4,6180,22807,1,23,4,2,70,45,0,6,2,6,5,1,4
STAFF-783,783,No,Rarely,45,45 - 54,Current Employees,Sales,Technical Degree,Male,Sales Representative,Single,No,Y,3,1,2,Associates Degree,2,954,46,1,2,3,6632,12388,0,13,3,1,70,88,0,9,3,8,7,3,1
STAFF-784,784,No,Rarely,23,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,Y,3,1,10,High School,1,310,79,4,1,3,3505,19630,1,18,3,4,70,79,0,2,3,2,2,0,2
STAFF-785,785,Yes,Frequently,47,45 - 54,Ex-Employees,Sales,Life Sciences,Female,Sales Executive,Single,Yes,Y,2,0,27,Associates Degree,2,719,77,4,2,3,6397,10339,4,12,3,4,70,38,0,8,3,5,4,1,3
STAFF-786,786,No,Rarely,34,25 - 34,Current Employees,Sales,Other,Male,Sales Executive,Single,No,Y,5,1,2,Bachelor's Degree,4,304,60,3,2,4,6274,18686,1,22,4,3,70,40,0,6,3,6,5,1,4
STAFF-787,787,Yes,Rarely,55,Over 55,Ex-Employees,R&D,Medical,Male,Manager,Married,Yes,Y,2,0,2,Bachelor's Degree,4,725,78,3,5,1,19859,21199,5,13,3,4,60,48,1,24,3,5,2,1,4
STAFF-789,789,No,No,36,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Single,No,Y,1,1,8,Master's Degree,1,1434,76,2,3,1,7587,14229,1,15,3,2,75,69,0,10,3,10,7,0,9
STAFF-791,791,No,No,52,45 - 54,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,Y,3,1,19,Master's Degree,4,715,41,3,1,4,4258,26589,0,18,3,1,55,87,1,5,3,4,3,1,2
STAFF-792,792,No,Frequently,26,25 - 34,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Divorced,No,Y,2,1,1,Associates Degree,1,575,71,1,1,4,4364,5288,3,14,3,1,55,80,1,5,3,2,2,2,0
STAFF-793,793,No,Rarely,29,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Married,No,Y,3,1,27,Bachelor's Degree,2,657,66,3,2,3,4335,25549,4,12,3,1,60,40,1,11,2,8,7,1,1
STAFF-796,796,Yes,Rarely,26,25 - 34,Ex-Employees,Sales,Technical Degree,Male,Sales Executive,Single,No,Y,2,0,8,Bachelor's Degree,4,1146,38,2,2,1,5326,3064,6,17,3,3,60,67,0,6,2,4,3,1,2
STAFF-797,797,No,Rarely,34,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,Y,2,1,1,Master's Degree,2,182,72,4,1,4,3280,13551,2,16,3,3,55,66,0,10,3,4,2,1,3
STAFF-799,799,No,Rarely,54,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Divorced,Yes,Y,4,1,19,Master's Degree,4,376,95,3,2,1,5485,22670,9,11,3,2,50,47,2,9,3,5,3,1,4
STAFF-800,800,No,Frequently,27,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,Y,3,1,8,High School,3,829,84,3,2,4,4342,24008,0,19,3,2,60,56,1,5,3,4,2,1,1
STAFF-802,802,No,Rarely,37,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,Y,3,1,10,High School,4,571,82,3,1,1,2782,19905,0,13,3,2,75,51,2,6,2,5,3,4,3
STAFF-803,803,No,Frequently,38,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,Y,2,1,2,Master's Degree,1,240,75,4,2,1,5980,26085,6,12,3,4,50,48,0,17,3,15,7,4,12
STAFF-804,804,No,Rarely,34,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Single,No,Y,3,1,2,Master's Degree,3,121,86,2,1,1,4381,7530,1,11,3,3,60,53,0,6,3,6,5,1,3
STAFF-805,805,No,Rarely,35,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Representative,Married,No,Y,1,1,8,Master's Degree,1,384,72,3,1,4,2572,20317,1,16,3,2,60,72,1,3,2,3,2,0,2
STAFF-806,806,No,Rarely,30,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,2,1,1,Bachelor's Degree,4,921,38,1,1,3,3833,24375,3,21,4,3,50,47,2,7,3,2,2,0,2
STAFF-807,807,No,Frequently,40,35 - 44,Current Employees,R&D,Medical,Female,Healthcare Representative,Married,No,Y,2,1,2,Associates Degree,3,791,38,4,2,2,4244,9931,1,24,4,4,70,57,1,8,3,8,7,3,7
STAFF-808,808,No,Rarely,34,25 - 34,Current Employees,Sales,Life Sciences,Female,Sales Executive,Married,No,Y,1,1,8,Associates Degree,3,1111,93,3,2,1,6500,13305,5,17,3,2,50,51,1,6,3,3,2,1,2
STAFF-809,809,No,Frequently,42,35 - 44,Current Employees,R&D,Life Sciences,Male,Manager,Divorced,No,Y,4,1,8,Bachelor's Degree,2,570,66,3,5,4,18430,16225,1,13,3,2,85,73,1,24,2,24,7,14,9
STAFF-811,811,Yes,Rarely,23,Under 25,Ex-Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,Y,2,0,6,Bachelor's Degree,3,1243,63,4,1,1,1601,3445,1,21,4,3,85,75,2,1,3,0,0,0,0
STAFF-812,812,No,No,24,Under 25,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,Y,4,1,9,Bachelor's Degree,3,1092,60,2,1,2,2694,26551,1,11,3,3,65,78,3,1,3,1,0,0,0
STAFF-813,813,No,Rarely,52,45 - 54,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,No,Y,3,1,11,Master's Degree,4,1325,82,3,2,3,3149,21821,8,20,4,2,60,73,1,9,3,5,2,1,4
STAFF-815,815,No,Rarely,50,45 - 54,Current Employees,R&D,Medical,Male,Research Director,Married,No,Y,3,1,2,Bachelor's Degree,3,691,64,3,4,3,17639,6881,5,16,3,4,80,73,0,30,3,4,3,0,3
STAFF-816,816,Yes,Rarely,29,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,Yes,Y,1,0,1,Associates Degree,2,805,36,2,1,1,2319,6689,1,11,3,4,65,34,1,1,3,1,0,0,0
STAFF-817,817,No,Rarely,33,25 - 34,Current Employees,R&D,Medical,Male,Research Director,Married,No,Y,3,1,7,Bachelor's Degree,3,213,49,3,3,3,11691,25995,0,11,3,4,85,44,0,14,4,13,9,3,7
STAFF-819,819,Yes,Rarely,33,25 - 34,Ex-Employees,Sales,Marketing,Female,Sales Executive,Single,No,Y,3,0,16,Bachelor's Degree,1,118,69,3,2,1,5324,26507,5,15,3,3,65,74,0,6,3,3,2,0,2
STAFF-820,820,No,Rarely,47,45 - 54,Current Employees,R&D,Other,Female,Manager,Married,Yes,Y,3,1,2,Associates Degree,3,202,33,3,4,4,16752,12982,1,11,3,3,75,45,1,26,2,26,14,3,0
STAFF-823,823,No,Rarely,36,35 - 44,Current Employees,R&D,Other,Female,Manufacturing Director,Married,No,Y,2,1,1,Bachelor's Degree,3,676,35,3,2,2,5228,23361,0,15,3,1,80,46,1,10,3,9,7,0,5
STAFF-824,824,No,Rarely,29,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,Y,3,1,23,Associates Degree,3,1252,81,4,1,3,2700,23779,1,24,4,3,80,80,1,10,3,10,7,0,7
STAFF-825,825,Yes,Rarely,58,Over 55,Ex-Employees,R&D,Life Sciences,Male,Research Director,Single,Yes,Y,2,0,2,Master's Degree,4,286,31,3,5,2,19246,25761,7,12,3,4,55,50,0,40,3,31,15,13,8
STAFF-826,826,No,Rarely,35,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,Y,0,1,1,Master's Degree,4,1258,40,4,1,3,2506,13301,3,13,3,3,85,65,0,7,3,2,2,2,2
STAFF-827,827,No,Rarely,42,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,Y,4,1,1,Associates Degree,4,932,43,2,2,4,6062,4051,9,13,3,4,80,42,1,8,3,4,3,0,2
STAFF-828,828,Yes,Rarely,28,25 - 34,Ex-Employees,R&D,Medical,Male,Research Scientist,Single,No,Y,3,0,2,Master's Degree,3,890,46,3,1,3,4382,16374,6,17,3,4,70,38,0,5,2,2,2,2,1
STAFF-829,829,No,Rarely,36,35 - 44,Current Employees,HR,Human Resources,Male,Human Resources,Married,No,Y,2,1,13,Bachelor's Degree,3,1041,36,3,1,2,2143,25527,4,13,3,2,75,61,1,8,3,5,2,0,4
STAFF-830,830,No,Rarely,32,25 - 34,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,No,Y,3,1,4,Bachelor's Degree,3,859,98,2,2,3,6162,19124,1,12,3,3,60,30,1,14,3,14,13,6,8
STAFF-832,832,No,Frequently,40,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,Y,6,1,16,Master's Degree,1,720,51,2,2,3,5094,11983,6,14,3,4,55,68,0,10,3,1,0,0,0
STAFF-833,833,No,Rarely,30,25 - 34,Current Employees,R&D,Medical,Female,Manufacturing Director,Single,Yes,Y,4,1,2,Bachelor's Degree,3,946,52,2,2,4,6877,20234,5,24,4,2,60,80,0,12,2,0,0,0,0
STAFF-834,834,No,Rarely,45,45 - 54,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,Y,3,1,2,Bachelor's Degree,2,252,95,2,1,3,2274,6153,1,14,3,4,50,82,0,1,3,1,0,0,0
STAFF-836,836,No,Rarely,42,35 - 44,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,Y,3,1,29,Bachelor's Degree,2,933,98,3,2,2,4434,11806,1,13,3,4,85,64,1,10,2,9,8,7,8
STAFF-837,837,No,Frequently,38,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,Y,3,1,12,Bachelor's Degree,1,471,45,2,2,1,6288,4284,2,15,3,3,80,50,1,13,2,4,3,1,2
STAFF-838,838,No,Frequently,34,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,Y,3,1,16,Master's Degree,3,702,100,2,1,4,2553,8306,1,16,3,3,65,62,0,6,3,5,2,1,3
STAFF-840,840,Yes,Rarely,49,45 - 54,Ex-Employees,Sales,Marketing,Female,Sales Executive,Married,No,Y,3,0,11,Bachelor's Degree,3,1184,43,3,3,4,7654,5860,1,18,3,1,75,81,2,9,4,9,8,7,7
STAFF-842,842,Yes,Rarely,55,Over 55,Ex-Employees,Sales,Medical,Male,Sales Executive,Single,No,Y,3,0,2,High School,3,436,37,3,2,4,5160,21519,4,16,3,3,60,83,0,12,2,9,7,7,3
STAFF-843,843,No,Rarely,43,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,Y,3,1,14,Associates Degree,2,589,94,3,4,1,17159,5200,6,24,4,3,70,82,1,22,3,4,1,1,0
STAFF-844,844,No,Rarely,27,25 - 34,Current Employees,R&D,Technical Degree,Male,Research Director,Divorced,Yes,Y,3,1,5,High School,3,269,42,2,3,4,12808,8842,1,16,3,2,80,47,1,9,3,9,8,0,8
STAFF-845,845,No,Rarely,35,35 - 44,Current Employees,R&D,Other,Male,Manufacturing Director,Single,No,Y,3,1,7,Bachelor's Degree,3,950,59,3,3,3,10221,18869,3,21,4,2,70,86,0,17,4,8,5,1,6
STAFF-846,846,No,Rarely,28,25 - 34,Current Employees,Sales,Marketing,Female,Sales Executive,Married,Yes,Y,2,1,2,Master's Degree,2,760,81,3,2,2,4779,3698,1,20,4,1,80,44,0,8,3,8,7,7,5
STAFF-847,847,No,Rarely,34,25 - 34,Current Employees,HR,Human Resources,Male,Human Resources,Married,No,Y,1,1,3,Associates Degree,3,829,88,3,1,4,3737,2243,0,19,3,3,55,36,1,4,1,3,2,0,2
STAFF-848,848,Yes,Frequently,26,25 - 34,Ex-Employees,R&D,Medical,Female,Research Scientist,Married,Yes,Y,2,0,5,Associates Degree,3,887,88,2,1,3,2366,20898,1,14,3,1,65,52,1,8,3,8,7,1,7
STAFF-850,850,No,No,27,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,Y,6,1,3,Bachelor's Degree,4,443,50,3,1,4,1706,16571,1,11,3,3,60,44,3,0,2,0,0,0,0
STAFF-851,851,No,Rarely,51,45 - 54,Current Employees,Sales,Marketing,Female,Manager,Married,No,Y,2,1,26,Master's Degree,1,1318,66,3,4,3,16307,5594,2,14,3,3,60,39,1,29,2,20,6,4,17
STAFF-852,852,No,Rarely,44,35 - 44,Current Employees,R&D,Medical,Male,Healthcare Representative,Single,No,Y,2,1,4,Bachelor's Degree,4,625,50,3,2,2,5933,5197,9,12,3,4,55,48,0,10,2,5,2,2,3
STAFF-854,854,No,Rarely,25,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,Y,3,1,2,High School,1,180,65,4,1,1,3424,21632,7,13,3,3,80,81,0,6,2,4,3,0,1
STAFF-855,855,No,Rarely,33,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,No,Y,5,1,1,Bachelor's Degree,1,586,48,4,2,1,4037,21816,1,22,4,1,55,69,1,9,3,9,8,0,8
STAFF-856,856,No,Rarely,35,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Single,No,Y,3,1,27,High School,3,1343,53,2,1,1,2559,17852,1,11,3,4,55,49,0,6,2,6,5,1,1
STAFF-857,857,No,Rarely,36,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,Yes,Y,1,1,1,Associates Degree,2,928,56,3,2,4,6201,2823,1,14,3,4,75,61,1,18,2,18,14,4,11
STAFF-859,859,No,Rarely,32,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,Y,3,1,13,Master's Degree,2,117,73,3,2,4,4403,9250,2,11,3,3,55,37,1,8,2,5,2,0,3
STAFF-861,861,No,Frequently,30,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,Y,3,1,5,Master's Degree,2,1012,75,2,1,4,3761,2373,9,12,3,2,70,37,1,10,2,5,4,0,3
STAFF-862,862,No,Rarely,53,45 - 54,Current Employees,Sales,Marketing,Female,Sales Executive,Married,Yes,Y,3,1,7,Associates Degree,1,661,78,2,3,4,10934,20715,7,18,3,4,75,40,1,35,3,5,2,0,4
STAFF-864,864,No,Rarely,45,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,Yes,Y,2,1,9,Bachelor's Degree,4,930,74,3,3,1,10761,19239,4,12,3,3,65,65,1,18,3,5,4,0,2
STAFF-865,865,No,Rarely,32,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Married,No,Y,3,1,8,Associates Degree,3,638,91,4,2,3,5175,22162,5,12,3,3,60,49,1,9,2,5,3,1,3
STAFF-867,867,No,Frequently,52,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Married,No,Y,3,1,25,Master's Degree,3,890,81,2,4,4,13826,19028,3,22,4,3,65,55,0,31,3,9,8,0,0
STAFF-868,868,No,Rarely,37,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,Y,2,1,16,Master's Degree,4,342,66,2,2,3,6334,24558,4,19,3,4,75,71,2,9,3,1,0,0,0
STAFF-869,869,No,Rarely,28,25 - 34,Current Employees,HR,Medical,Male,Human Resources,Divorced,No,Y,6,1,8,Associates Degree,2,1169,63,2,1,4,4936,23965,1,13,3,4,70,47,1,6,3,5,1,0,4
STAFF-872,872,No,Rarely,22,Under 25,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,Y,2,1,1,Associates Degree,4,1230,33,2,2,4,4775,19146,6,22,4,1,60,75,2,4,1,2,2,2,2
STAFF-874,874,No,Rarely,44,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,Y,2,1,8,Master's Degree,1,986,62,4,1,4,2818,5044,2,24,4,3,60,53,1,10,2,3,2,0,2
STAFF-875,875,No,Frequently,42,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Single,Yes,Y,2,1,2,High School,2,1271,35,3,1,4,2515,9068,5,14,3,4,70,38,0,8,3,2,1,2,2
